1 | 2023-07-12T17:00:14.377279800 | 2000.0
1 | 2023-07-12T17:01:49.715916800 | 2000.0
1 | 2023-07-12T17:02:33.855363400 | 2000.0
1 | 2023-07-12T17:03:15.116026800 | 2000.0
1 | 2023-07-12T17:03:20.808436500 | 2000.0
1 | 2023-07-12T17:03:22.854558 | 2000.0
1 | 2023-07-12T17:05:52.385883700 | 2000.0
1 | 2023-07-12T17:05:55.334294400 | 2000.0
1 | 2023-07-12T17:06:30.935357700 | 2000.0
1 | 2023-07-12T17:17:21.345963200 | 2000.0
11 | 2023-07-12T17:17:25.406091200 | 22000.0
13 | 2023-07-12T17:17:28.721093400 | 26000.0
1 | 2023-07-12T17:22:05.527431500 | 2000.0
1 | 2023-07-12T17:22:46.178444300 | 2000.0
1 | 2023-07-12T17:25:55.180683200 | 2000.0
1 | 2023-07-12T19:28:18.941891300 | 2000.0
1 | 2023-07-12T19:30:05.718908300 | 2000.0
1 | 2023-07-12T19:30:17.055955300 | 2000.0
1 | 2023-07-12T19:31:29.223991200 | 2000.0
1 | 2023-07-12T19:32:25.461091300 | 2000.0
1 | 2023-07-12T19:32:27.377109700 | 2000.0
1 | 2023-07-12T19:32:32.195610100 | 2000.0
1 | 2023-07-12T19:33:28.666184500 | 2000.0
1 | 2023-07-12T19:33:32.222445800 | 2000.0
1 | 2023-07-12T20:15:01.468753600 | 2000.0
